family_size,region_name,income,col,housing,food,transport
8.5,Cordillera Administrative Region,62641.25,37062.92,39636.0,141401.0,11686.0
8.5,National Capital Region,95828.33,65374.21,94870.0,210957.12,24518.0
8.5,Region I - Ilocos Region,85905.5,43629.44,61710.0,156653.5,13030.0
8.5,Region II - Cagayan Valley,58427.67,33638.62,41275.0,117343.05,13617.0
8.5,Region III - Central Luzon,87682.5,55132.42,72405.0,193858.82,20092.0
8.5,Region IVA - CALABARZON,71168.5,45238.75,63380.0,168793.0,18400.0
8.5,Region IVB - MIMAROPA,45482.92,28931.38,29825.0,120648.5,10280.0
8.5,Region IX - Zamboanga Peninsula,43265.0,29418.92,30060.0,125572.0,12015.0
8.5,Region V- Bicol,51593.75,31756.59,34215.0,122019.0,11506.0
8.5,Region VI - Western Visayas,69822.5,41044.0,46500.0,146040.5,17320.0
8.5,Region VII - Central Visayas,63069.83,34966.83,44484.0,129097.5,13680.0
8.5,Region VIII - Eastern Visayas,49553.33,31566.0,39840.0,125282.0,11560.0
8.5,Region X - Northern Mindanao,54021.67,32458.17,37928.0,125725.0,19040.0
8.5,Region XI - Davao,46503.33,27339.17,34880.0,104755.0,14446.0
8.5,Region XII - SOCCSKSARGEN,45068.92,28813.62,30810.0,116293.5,12547.0
8.5,Region XIII - Caraga,46140.08,32585.67,31630.0,129938.98,13420.0
9.0,Bangsamoro Autonomous Region in Muslim Mindanao,36583.0,26002.33,22590.0,113394.0,7200.0
9.0,Cordillera Administrative Region,62926.67,40112.5,51230.0,148007.0,11160.0
9.0,National Capital Region,101162.0,67105.58,99735.0,222354.75,26069.0
9.0,Region I - Ilocos Region,86933.67,42307.58,43630.0,166493.5,20465.0
9.0,Region II - Cagayan Valley,58895.67,35690.17,44485.0,124855.0,12850.0
9.0,Region III - Central Luzon,86995.0,55311.83,76470.0,192883.0,23400.0
9.0,Region IVA - CALABARZON,76950.0,47443.67,66000.0,174157.0,18200.0
9.0,Region IVB - MIMAROPA,44703.58,29718.67,33120.0,117505.0,11592.0
9.0,Region IX - Zamboanga Peninsula,45803.33,30293.83,30600.0,123993.0,10400.0
9.0,Region V- Bicol,46916.75,30209.5,29017.0,121914.85,12324.5
9.0,Region VI - Western Visayas,60370.0,38786.83,39548.0,144545.0,18730.0
9.0,Region VII - Central Visayas,66053.58,37897.67,44428.0,142842.0,15649.0
9.0,Region VIII - Eastern Visayas,46032.5,32001.17,34892.0,124523.0,10499.0
9.0,Region X - Northern Mindanao,48599.17,30888.21,30307.0,115945.0,10110.0
9.0,Region XI - Davao,54207.5,28010.5,28100.0,116041.0,9540.0
9.0,Region XII - SOCCSKSARGEN,35998.5,26860.92,19850.0,106577.0,13910.0
9.0,Region XIII - Caraga,49603.33,31766.5,27050.0,126040.0,10680.0
9.5,Bangsamoro Autonomous Region in Muslim Mindanao,38031.92,27166.4,23390.0,125988.88,7440.0
9.5,Cordillera Administrative Region,65367.5,40653.17,39300.0,139616.5,14105.0
9.5,National Capital Region,104561.17,67347.17,102980.0,232391.0,27020.0
9.5,Region I - Ilocos Region,100592.5,56604.0,52580.0,189050.25,22880.0
9.5,Region II - Cagayan Valley,57443.33,33605.25,35682.0,146812.0,15100.0
9.5,Region III - Central Luzon,66076.08,41388.5,57349.0,155917.5,16000.0
9.5,Region IVA - CALABARZON,96118.67,59442.83,67620.0,232124.5,23545.0
9.5,Region IVB - MIMAROPA,41795.83,28975.0,29410.0,117300.0,7840.0
9.5,Region IX - Zamboanga Peninsula,49922.08,28917.83,26790.0,129038.5,12275.5
9.5,Region V- Bicol,43923.5,28795.5,31398.0,119093.0,11080.0
9.5,Region VI - Western Visayas,77255.33,48480.0,64400.0,184701.0,30320.0
9.5,Region VII - Central Visayas,71229.17,33482.38,44689.5,119760.0,17810.0
9.5,Region VIII - Eastern Visayas,59862.83,35508.21,47340.0,135327.5,12791.0
9.5,Region X - Northern Mindanao,64990.75,40728.67,48350.0,144873.25,12660.0
9.5,Region XI - Davao,47750.83,25832.17,27840.0,108265.0,10980.0
9.5,Region XII - SOCCSKSARGEN,44840.25,28447.56,31613.0,119491.85,11936.0
9.5,Region XIII - Caraga,60230.0,35138.04,43482.0,134536.75,16290.0
10.0,Bangsamoro Autonomous Region in Muslim Mindanao,44090.0,30379.92,22400.0,139780.0,7400.0
10.0,Cordillera Administrative Region,72621.83,38919.08,37710.0,154373.0,11920.0
10.0,National Capital Region,120800.0,77996.17,106000.0,247014.0,29600.0
10.0,Region I - Ilocos Region,93155.67,60626.08,60681.0,206652.5,23135.0
10.0,Region II - Cagayan Valley,48817.92,29047.79,39427.0,111076.25,18970.0
10.0,Region III - Central Luzon,84926.67,55294.17,72090.0,195286.0,22060.0
10.0,Region IVA - CALABARZON,83443.5,51560.92,58925.0,198436.5,24176.0
10.0,Region IVB - MIMAROPA,46630.0,28906.67,28902.0,119659.0,13328.0
10.0,Region IX - Zamboanga Peninsula,48643.83,31404.25,27005.0,138456.25,12465.0
10.0,Region V- Bicol,49783.33,29771.83,33860.0,122805.45,13860.0
10.0,Region VI - Western Visayas,72910.67,47028.5,44048.0,162001.5,25305.0
10.0,Region VII - Central Visayas,101854.67,49190.33,57416.0,178428.5,17496.0
10.0,Region VIII - Eastern Visayas,54308.83,33336.12,30704.0,143863.25,10792.0
10.0,Region X - Northern Mindanao,60897.67,34310.5,38240.0,125693.0,10150.0
10.0,Region XI - Davao,61405.83,29572.17,33640.0,124870.75,13250.0
10.0,Region XII - SOCCSKSARGEN,50732.08,29051.83,28440.0,115789.0,17625.0
10.0,Region XIII - Caraga,47224.83,29432.42,34714.0,122488.6,12116.0
10.5,Bangsamoro Autonomous Region in Muslim Mindanao,34280.83,25001.0,22598.0,110698.52,9415.0
10.5,Cordillera Administrative Region,63116.25,36086.92,29363.0,136044.5,11335.0
10.5,National Capital Region,125340.0,89039.12,99250.0,289165.0,27170.0
10.5,Region I - Ilocos Region,92756.08,62333.17,71765.0,265519.0,27800.0
10.5,Region II - Cagayan Valley,67037.0,35241.17,45720.0,132377.0,17700.0
10.5,Region III - Central Luzon,111868.33,57602.97,84250.0,211281.0,24066.0
10.5,Region IVA - CALABARZON,67113.42,51306.42,53020.0,196917.0,19680.0
10.5,Region IVB - MIMAROPA,50116.67,28007.33,27300.0,112234.0,8342.0
10.5,Region IX - Zamboanga Peninsula,46355.33,33803.83,32674.0,145770.5,12090.0
10.5,Region V- Bicol,35956.17,22491.74,24095.0,101775.75,10822.0
10.5,Region VI - Western Visayas,68096.67,34818.58,45035.0,131042.75,13349.0
10.5,Region VII - Central Visayas,90017.67,46366.58,47241.0,167612.0,23735.0
10.5,Region VIII - Eastern Visayas,48257.22,32581.81,37551.0,140235.5,10613.0
10.5,Region X - Northern Mindanao,62154.0,34666.33,42300.0,129050.0,14060.0
10.5,Region XI - Davao,132483.42,68979.04,48585.0,210179.25,106451.0
10.5,Region XII - SOCCSKSARGEN,59031.5,31266.33,42000.0,125424.0,11466.0
10.5,Region XIII - Caraga,77103.33,42521.17,42680.0,151320.0,15600.0
11.0,Bangsamoro Autonomous Region in Muslim Mindanao,40794.33,27989.67,22280.0,124848.0,8300.0
11.0,Cordillera Administrative Region,64660.5,38124.17,45740.0,147972.0,13600.0
11.0,National Capital Region,148535.33,86971.04,114435.0,263024.0,40195.0
11.0,Region I - Ilocos Region,76881.17,52216.5,55350.0,205893.0,30386.0
11.0,Region II - Cagayan Valley,58294.83,41786.59,40776.0,161204.9,26040.0
11.0,Region III - Central Luzon,76775.0,46136.0,70200.0,171784.0,18512.0
11.0,Region IVA - CALABARZON,89980.67,60834.25,65319.0,224513.25,22614.0
11.0,Region IVB - MIMAROPA,55579.17,40107.42,25099.0,144590.0,13658.0
11.0,Region IX - Zamboanga Peninsula,53205.0,34846.0,30950.0,143679.0,11500.0
11.0,Region V- Bicol,68326.17,35578.37,38865.0,149454.75,10275.0
11.0,Region VI - Western Visayas,98653.33,51384.25,63420.0,199089.0,31880.0
11.0,Region VII - Central Visayas,84893.17,48627.0,53456.0,180597.0,18165.0
11.0,Region VIII - Eastern Visayas,60800.0,39365.5,33430.0,153010.0,13176.0
11.0,Region X - Northern Mindanao,49815.0,26173.67,22700.0,102068.0,9150.0
11.0,Region XI - Davao,48714.17,30214.0,25050.0,135236.0,15606.0
11.0,Region XII - SOCCSKSARGEN,45545.25,36752.08,37903.5,162296.5,19620.0
11.0,Region XIII - Caraga,56080.0,34423.0,37800.0,146063.0,12568.0
11.5,Bangsamoro Autonomous Region in Muslim Mindanao,47841.5,31376.08,28522.0,137031.5,13210.0
11.5,Cordillera Administrative Region,83337.5,38579.25,33105.0,139497.5,29213.0
11.5,National Capital Region,155107.75,96542.17,137668.0,308386.5,35150.0
11.5,Region I - Ilocos Region,95904.17,56114.33,58760.0,153536.0,19000.0
11.5,Region II - Cagayan Valley,61029.0,34814.25,38990.0,130698.5,18300.0
11.5,Region III - Central Luzon,86105.83,47432.0,46400.0,164768.75,28400.0
11.5,Region IVA - CALABARZON,96796.67,60032.5,76836.0,231936.0,18876.0
11.5,Region IVB - MIMAROPA,73349.88,39524.47,36440.0,162376.75,14381.5
11.5,Region IX - Zamboanga Peninsula,73100.0,40774.25,43395.0,171702.0,12150.0
11.5,Region V- Bicol,82840.0,42827.67,39600.0,179798.0,17836.0
11.5,Region VI - Western Visayas,69025.83,45109.69,46334.0,181437.65,16918.0
11.5,Region VII - Central Visayas,85688.17,40729.58,55861.0,134040.0,12170.0
11.5,Region VIII - Eastern Visayas,42438.0,28647.83,25950.0,131210.0,9700.0
11.5,Region X - Northern Mindanao,59194.58,35719.41,41490.0,135335.0,10470.0
11.5,Region XI - Davao,106956.0,47626.42,67133.0,155846.5,32630.0
11.5,Region XII - SOCCSKSARGEN,59570.0,37102.75,28112.0,173058.5,13440.0
11.5,Region XIII - Caraga,54418.08,34545.33,30739.0,153892.89,14824.5
12.0,Bangsamoro Autonomous Region in Muslim Mindanao,49423.33,30323.0,22277.5,137960.0,9738.0
12.0,Cordillera Administrative Region,80219.17,42397.67,48151.0,166899.7,21186.0
12.0,National Capital Region,117239.5,81243.08,116906.0,270414.5,28700.0
12.0,Region I - Ilocos Region,185440.83,72050.67,81900.0,241656.0,27570.0
12.0,Region II - Cagayan Valley,152603.33,53698.17,60520.0,244229.0,18260.0
12.0,Region III - Central Luzon,120947.5,85302.67,120925.0,271991.75,30166.0
12.0,Region IVA - CALABARZON,114890.0,73977.17,83540.0,255644.0,20880.0
12.0,Region IVB - MIMAROPA,76671.67,40528.5,62200.0,200096.0,14330.0
12.0,Region IX - Zamboanga Peninsula,47010.0,32315.83,33900.0,144026.0,15815.0
12.0,Region V- Bicol,82609.08,39121.33,53319.0,132153.5,17750.0
12.0,Region VI - Western Visayas,102116.67,70729.67,51300.0,294888.0,12200.0
12.0,Region VII - Central Visayas,87725.0,47392.83,47490.0,168427.0,21540.0
12.0,Region VIII - Eastern Visayas,76990.0,43669.83,39024.0,142685.5,12960.0
12.0,Region X - Northern Mindanao,68521.83,40724.5,35155.0,167163.0,24426.0
12.0,Region XI - Davao,66653.83,35641.55,28300.0,134184.3,10144.0
12.0,Region XII - SOCCSKSARGEN,46253.92,34485.25,28342.0,160766.0,15519.5
12.0,Region XIII - Caraga,77582.0,38160.83,31108.0,138337.25,26312.0
12.5,Bangsamoro Autonomous Region in Muslim Mindanao,42124.17,23424.0,28620.0,102545.0,5565.0
12.5,Cordillera Administrative Region,103515.0,53746.33,47268.0,238272.0,20020.0
12.5,National Capital Region,145056.67,82235.26,130500.0,288899.5,33168.0
12.5,Region I - Ilocos Region,156288.33,96716.5,63669.0,387646.0,44260.0
12.5,Region II - Cagayan Valley,114006.67,63496.75,94100.0,245466.5,18774.0
12.5,Region III - Central Luzon,106947.42,60963.96,68581.0,210221.25,23674.0
12.5,Region IVA - CALABARZON,57576.67,31912.67,41560.0,117886.0,20140.0
12.5,Region IVB - MIMAROPA,59163.33,27070.33,15120.0,113052.0,9500.0
12.5,Region IX - Zamboanga Peninsula,65928.08,41343.17,45684.0,154284.5,9657.0
12.5,Region V- Bicol,68658.33,41552.0,51200.0,168325.0,19970.0
12.5,Region VI - Western Visayas,96949.58,64384.17,82180.0,192488.75,37734.0
12.5,Region VII - Central Visayas,106913.83,65026.83,95942.0,206685.0,25784.0
12.5,Region VIII - Eastern Visayas,71583.33,38627.5,46470.0,169315.0,11804.0
12.5,Region X - Northern Mindanao,59631.67,31402.17,44440.0,127919.5,7834.0
12.5,Region XI - Davao,116306.67,40480.67,76890.0,123571.5,13777.0
12.5,Region XII - SOCCSKSARGEN,58535.42,34334.58,26009.0,160996.5,11189.5
12.5,Region XIII - Caraga,139857.33,74958.17,118700.0,242324.0,25627.0
13.0,Bangsamoro Autonomous Region in Muslim Mindanao,40460.0,23715.17,22350.0,117943.0,7715.0
13.0,Cordillera Administrative Region,108175.17,54618.17,57710.0,244763.0,13200.0
13.0,National Capital Region,100370.0,84131.67,112770.0,292622.66,30816.0
13.0,Region I - Ilocos Region,172711.67,92845.42,167457.0,283434.5,49140.0
13.0,Region II - Cagayan Valley,54432.33,36281.0,21174.0,175647.0,9350.0
13.0,Region III - Central Luzon,92832.33,64808.67,112065.0,234092.5,20962.0
13.0,Region IVA - CALABARZON,266108.08,139803.67,108420.0,530876.75,95375.0
13.0,Region IVB - MIMAROPA,76292.5,52616.92,40080.0,201791.5,13980.0
13.0,Region IX - Zamboanga Peninsula,98500.0,56455.08,63355.0,190040.0,41630.0
13.0,Region V- Bicol,48673.33,42569.67,28800.0,196773.0,12400.0
13.0,Region VI - Western Visayas,114998.33,68278.83,69770.0,248374.5,38400.0
13.0,Region VII - Central Visayas,162468.17,75752.0,98772.0,252611.0,45505.0
13.0,Region VIII - Eastern Visayas,113722.67,40626.49,28170.0,190768.0,12780.0
13.0,Region X - Northern Mindanao,79740.08,33740.5,47377.0,107422.5,29582.0
13.0,Region XI - Davao,426097.75,98003.06,95090.0,281818.35,72855.0
13.0,Region XII - SOCCSKSARGEN,56823.5,36566.67,42400.0,126120.0,23124.0
13.5,Bangsamoro Autonomous Region in Muslim Mindanao,78939.17,58669.92,74020.0,189153.5,23260.0
13.5,National Capital Region,156805.83,96373.83,165600.0,312569.0,48168.0
13.5,Region I - Ilocos Region,171766.67,109299.33,95190.0,413438.0,79660.0
13.5,Region II - Cagayan Valley,85690.83,47904.83,34300.0,222139.0,11410.0
13.5,Region IVA - CALABARZON,108502.33,74750.42,81345.0,286607.5,63254.0
13.5,Region IVB - MIMAROPA,127600.67,70798.17,79277.0,251043.5,53517.0
13.5,Region V- Bicol,66622.67,45216.33,56930.0,178668.0,16300.0
13.5,Region VI - Western Visayas,185246.67,85431.0,79930.0,301764.0,35600.0
13.5,Region VII - Central Visayas,80198.67,33487.17,50940.0,105818.0,34410.0
13.5,Region VIII - Eastern Visayas,109481.08,51983.17,44072.0,217955.0,19332.0
13.5,Region X - Northern Mindanao,71223.33,46633.54,63507.5,151843.75,13420.0
13.5,Region XI - Davao,205379.08,77318.58,142905.0,222242.5,60530.0
13.5,Region XII - SOCCSKSARGEN,70913.58,33896.0,30938.0,128397.0,22583.0
14.0,Bangsamoro Autonomous Region in Muslim Mindanao,69076.5,54023.72,25900.0,250227.0,8180.0
14.0,Cordillera Administrative Region,119994.08,44200.25,38800.0,157562.0,49547.0
14.0,National Capital Region,146678.25,108162.17,108285.0,448814.55,22930.0
14.0,Region III - Central Luzon,194854.17,109698.5,153150.0,385387.0,42079.0
14.0,Region IVA - CALABARZON,99620.0,65186.42,99085.0,228896.0,44122.0
14.0,Region IX - Zamboanga Peninsula,74366.67,47426.83,87060.0,156271.0,22260.0
14.0,Region VII - Central Visayas,96236.67,68815.0,41360.0,248115.0,16432.0
14.0,Region VIII - Eastern Visayas,83040.0,42183.0,52483.0,166050.5,20685.0
14.0,Region XI - Davao,48353.33,19051.42,13400.0,94728.5,5040.0
14.0,Region XII - SOCCSKSARGEN,43923.5,30348.67,18300.0,146987.0,13055.0
14.0,Region XIII - Caraga,99066.67,36729.33,32080.0,165612.2,15090.0
14.5,Bangsamoro Autonomous Region in Muslim Mindanao,64766.67,36244.17,32964.0,163709.0,11820.0
14.5,National Capital Region,209506.67,122063.33,170160.0,379700.0,65868.0
14.5,Region II - Cagayan Valley,55436.67,39132.01,43720.0,187252.06,2400.0
14.5,Region IVA - CALABARZON,85351.83,56525.75,46086.0,205506.5,65908.0
14.5,Region IVB - MIMAROPA,51707.92,30961.71,28980.0,118996.25,6800.0
14.5,Region IX - Zamboanga Peninsula,92536.5,67448.01,66465.0,244378.05,47695.0
14.5,Region VI - Western Visayas,60133.33,50123.5,67230.0,175621.0,33800.0
14.5,Region VII - Central Visayas,32671.67,33599.5,34119.0,160066.0,5012.0
14.5,Region VIII - Eastern Visayas,81292.92,45506.0,43275.0,175761.5,17289.5
14.5,Region X - Northern Mindanao,91260.83,64511.58,61170.0,241799.5,35085.0
14.5,Region XI - Davao,74026.67,56462.0,81972.0,213275.0,14980.0
14.5,Region XII - SOCCSKSARGEN,153952.0,48482.79,24920.0,211070.75,39830.0
14.5,Region XIII - Caraga,58433.33,44558.0,51765.0,160928.0,37200.0
15.0,Bangsamoro Autonomous Region in Muslim Mindanao,68329.42,39327.71,31507.5,174294.25,10790.0
15.0,Cordillera Administrative Region,82093.33,40602.83,53536.0,168132.0,13430.0
15.0,National Capital Region,122097.67,76752.58,89430.0,318420.0,15238.0
15.0,Region IX - Zamboanga Peninsula,203163.33,73037.67,100630.0,210856.0,39560.0
15.0,Region VI - Western Visayas,197924.67,125776.5,251484.0,340621.0,64200.0
15.0,Region VII - Central Visayas,197110.0,67056.58,82990.0,251272.5,41840.0
15.0,Region VIII - Eastern Visayas,80555.42,49453.0,49356.5,191035.5,32120.0
15.0,Region X - Northern Mindanao,94758.33,56803.5,80364.0,208297.0,29178.0
15.0,Region XI - Davao,73673.67,45177.17,79520.0,177283.0,8290.0
15.0,Region XII - SOCCSKSARGEN,89115.0,54793.0,28380.0,291258.0,5720.0
15.0,Region XIII - Caraga,44418.33,32739.0,29980.0,143140.0,19924.0
15.5,Region II - Cagayan Valley,115424.33,67725.83,61400.0,320741.0,9900.0
15.5,Region III - Central Luzon,111474.58,51658.56,84265.0,191147.38,17690.0
15.5,Region IVA - CALABARZON,82334.17,44082.17,57152.0,193981.0,7600.0
15.5,Region V- Bicol,82408.33,43118.17,35700.0,217619.0,6710.0
15.5,Region VII - Central Visayas,63723.67,30181.67,53980.0,96071.0,15900.0
15.5,Region X - Northern Mindanao,82830.67,56213.67,54600.0,229802.0,39510.0
15.5,Region XII - SOCCSKSARGEN,85067.25,43244.08,31980.0,183281.0,18255.0
16.0,Bangsamoro Autonomous Region in Muslim Mindanao,49853.33,31795.83,37880.0,144591.0,8450.0
16.0,National Capital Region,240383.17,138755.5,188700.0,428067.0,103500.0
16.0,Region VI - Western Visayas,124310.67,78298.09,58725.0,326500.06,22679.0
16.0,Region X - Northern Mindanao,80199.33,62625.0,81900.0,237009.0,16327.0
16.0,Region XIII - Caraga,191772.67,70512.12,109976.5,235683.75,21375.0
16.5,Bangsamoro Autonomous Region in Muslim Mindanao,44916.67,28625.67,27216.0,137738.0,3300.0
16.5,Region IVA - CALABARZON,65115.17,55722.67,44300.0,276108.0,13348.0
16.5,Region IX - Zamboanga Peninsula,56900.0,26375.5,24150.0,114723.0,7800.0
16.5,Region VIII - Eastern Visayas,65834.17,38058.42,33080.0,179290.5,10785.0
16.5,Region XIII - Caraga,98514.17,47991.08,49230.5,193234.5,23569.0
17.0,Region I - Ilocos Region,91097.5,54756.33,49910.0,239033.0,11900.0
17.0,Region V- Bicol,100179.17,39729.5,52500.0,151947.0,12300.0
17.0,Region X - Northern Mindanao,85083.08,58581.92,40750.0,222224.5,29760.0
17.5,Bangsamoro Autonomous Region in Muslim Mindanao,83951.67,40632.67,36180.0,193012.0,9420.0
17.5,Region III - Central Luzon,178228.33,91188.17,99280.0,300653.0,50000.0
17.5,Region IX - Zamboanga Peninsula,125380.0,66057.0,32580.0,268731.0,16975.0
17.5,Region V- Bicol,101767.67,63875.67,72850.0,250834.0,20720.0
18.0,Region III - Central Luzon,380000.0,170556.33,144600.0,689738.0,67200.0
18.0,Region IX - Zamboanga Peninsula,87279.17,51389.83,72990.0,143514.0,30600.0
18.0,Region V- Bicol,73346.17,48430.83,37220.0,217865.0,10330.0
18.0,Region VII - Central Visayas,177603.33,62531.83,99600.0,203191.0,23860.0
18.5,Region VII - Central Visayas,99677.83,41437.17,40052.0,187257.0,11702.0
19.5,Region I - Ilocos Region,308667.5,127927.17,173470.0,337786.0,138480.0
19.5,Region IVA - CALABARZON,168472.67,129979.0,84636.0,582741.0,59550.0
19.5,Region XIII - Caraga,145988.33,62808.67,22900.0,255892.0,37540.0
20.5,Region VI - Western Visayas,280202.33,163955.25,237300.0,532121.5,50172.0
23.5,Bangsamoro Autonomous Region in Muslim Mindanao,63223.33,23006.5,15690.0,106708.0,11200.0
