region,product,price,
BARMM,Pechay (Native),69.91,
BARMM,Onion Leaves,71.53,
NCR,Avocado,251.85,
NCR,Banana (Cardava),0.00,
NCR,Banana (Lakatan),105.16,
NCR,Banana (Latundan),0.00,
NCR,Banana (Saba),0.00,
NCR,Guava,0.00,
NCR,Mango (Cebu),0.00,
NCR,Mango (Indian),0.00,
NCR,Mango (Native),0.00,
NCR,Papaya (Native),0.00,
NCR,Pineapple (Formosa),0.00,
NCR,Pineapple (Hawaiian),0.00,
NCR,Pineapple,93.30,
NCR,Grapes,256.62,
NCR,Jackfruit,0.00,
NCR,Lanzones,0.00,
NCR,Rambutan,0.00,
NCR,Pomelo,0.00,
NCR,Orange (Dalandan),0.00,
NCR,Orange (Sintones),0.00,
NCR,Mandarin,0.00,
NCR,Calamansi (loose),110.96,
NCR,Apple (Red Delicious),0.00,
NCR,Cantaloupe,0.00,
NCR,Watermelon,0.00,
CAR,Avocado,0.00,
CAR,Banana (Cardava),0.00,
CAR,Banana (Lakatan),108.49,
CAR,Banana (Latundan),53.53,
CAR,Banana (Saba),59.30,
CAR,Guava,0.00,
CAR,Mango (Cebu),0.00,
CAR,Mango (Indian),0.00,
CAR,Mango (Native),127.82,
CAR,Papaya (Native),57.73,
CAR,Pineapple (Formosa),0.00,
CAR,Pineapple (Hawaiian),97.82,
CAR,Pineapple,106.00,
CAR,Grapes,0.00,
CAR,Jackfruit,0.00,
CAR,Lanzones,0.00,
CAR,Rambutan,0.00,
CAR,Pomelo,0.00,
CAR,Orange (Dalandan),91.43,
CAR,Orange (Sintones),163.00,
CAR,Mandarin,0.00,
CAR,Calamansi (loose),101.38,
CAR,Apple (Red Delicious),0.00,
CAR,Cantaloupe,0.00,
CAR,Watermelon,64.76,
Illocos Region,Avocado,160.21,
Illocos Region,Banana (Cardava),0.00,
Illocos Region,Banana (Lakatan),106.59,
Illocos Region,Banana (Latundan),77.77,
Illocos Region,Banana (Saba),42.10,
Illocos Region,Guava,0.00,
Illocos Region,Mango (Cebu),0.00,
Illocos Region,Mango (Indian),0.00,
Illocos Region,Mango (Native),0.00,
Illocos Region,Papaya (Native),59.27,
Illocos Region,Pineapple (Formosa),83.75,
Illocos Region,Pineapple (Hawaiian),0.00,
Illocos Region,Pineapple,116.15,
Illocos Region,Grapes,242.50,
Illocos Region,Jackfruit,0.00,
Illocos Region,Lanzones,0.00,
Illocos Region,Rambutan,138.75,
Illocos Region,Pomelo,0.00,
Illocos Region,Orange (Dalandan),0.00,
Illocos Region,Orange (Sintones),0.00,
Illocos Region,Mandarin,0.00,
Illocos Region,Calamansi (loose),84.45,
Illocos Region,Apple (Red Delicious),0.00,
Illocos Region,Cantaloupe,0.00,
Illocos Region,Watermelon,0.00,
Cagayan Valley,Avocado,110.00,
Cagayan Valley,Banana (Cardava),0.00,
Cagayan Valley,Banana (Lakatan),92.92,
Cagayan Valley,Banana (Latundan),63.37,
Cagayan Valley,Banana (Saba),0.00,
Cagayan Valley,Guava,92.33,
Cagayan Valley,Mango (Cebu),0.00,
Cagayan Valley,Mango (Indian),0.00,
Cagayan Valley,Mango (Native),140.83,
Cagayan Valley,Papaya (Native),46.31,
Cagayan Valley,Pineapple (Formosa),45.52,
Cagayan Valley,Pineapple (Hawaiian),56.77,
Cagayan Valley,Pineapple,54.36,
Cagayan Valley,Grapes,0.00,
Cagayan Valley,Jackfruit,0.00,
Cagayan Valley,Lanzones,207.92,
Cagayan Valley,Rambutan,0.00,
Cagayan Valley,Pomelo,0.00,
Cagayan Valley,Orange (Dalandan),73.39,
Cagayan Valley,Orange (Sintones),0.00,
Cagayan Valley,Mandarin,65.23,
Cagayan Valley,Calamansi (loose),92.73,
Cagayan Valley,Apple (Red Delicious),0.00,
Cagayan Valley,Cantaloupe,0.00,
Cagayan Valley,Watermelon,38.54,
Central Luzon,Avocado,182.52,
Central Luzon,Banana (Cardava),0.00,
Central Luzon,Banana (Lakatan),111.28,
Central Luzon,Banana (Latundan),72.76,
Central Luzon,Banana (Saba),48.52,
Central Luzon,Guava,152.84,
Central Luzon,Mango (Cebu),0.00,
Central Luzon,Mango (Indian),50.42,
Central Luzon,Mango (Native),0.00,
Central Luzon,Papaya (Native),57.50,
Central Luzon,Pineapple (Formosa),0.00,
Central Luzon,Pineapple (Hawaiian),94.50,
Central Luzon,Pineapple,101.73,
Central Luzon,Grapes,255.49,
Central Luzon,Jackfruit,0.00,
Central Luzon,Lanzones,167.50,
Central Luzon,Rambutan,0.00,
Central Luzon,Pomelo,0.00,
Central Luzon,Orange (Dalandan),145.64,
Central Luzon,Orange (Sintones),128.23,
Central Luzon,Mandarin,70.01,
Central Luzon,Calamansi (loose),100.10,
Central Luzon,Apple (Red Delicious),0.00,
Central Luzon,Cantaloupe,0.00,
Central Luzon,Watermelon,0.00,
CALABARZON,Avocado,0.00,
CALABARZON,Banana (Cardava),0.00,
CALABARZON,Banana (Lakatan),104.76,
CALABARZON,Banana (Latundan),69.72,
CALABARZON,Banana (Saba),43.30,
CALABARZON,Guava,0.00,
CALABARZON,Mango (Cebu),0.00,
CALABARZON,Mango (Indian),48.12,
CALABARZON,Mango (Native),0.00,
CALABARZON,Papaya (Native),69.59,
CALABARZON,Pineapple (Formosa),0.00,
CALABARZON,Pineapple (Hawaiian),96.90,
CALABARZON,Pineapple,102.35,
CALABARZON,Grapes,270.42,
CALABARZON,Jackfruit,109.58,
CALABARZON,Lanzones,0.00,
CALABARZON,Rambutan,0.00,
CALABARZON,Pomelo,0.00,
CALABARZON,Orange (Dalandan),73.25,
CALABARZON,Orange (Sintones),0.00,
CALABARZON,Mandarin,66.85,
CALABARZON,Calamansi (loose),114.43,
CALABARZON,Apple (Red Delicious),0.00,
CALABARZON,Cantaloupe,0.00,
CALABARZON,Watermelon,154.91,
MIMAROPA Region,Avocado,0.00,
MIMAROPA Region,Banana (Cardava),0.00,
MIMAROPA Region,Banana (Lakatan),103.66,
MIMAROPA Region,Banana (Latundan),53.66,
MIMAROPA Region,Banana (Saba),37.00,
MIMAROPA Region,Guava,0.00,
MIMAROPA Region,Mango (Cebu),0.00,
MIMAROPA Region,Mango (Indian),0.00,
MIMAROPA Region,Mango (Native),0.00,
MIMAROPA Region,Papaya (Native),56.73,
MIMAROPA Region,Pineapple (Formosa),0.00,
MIMAROPA Region,Pineapple (Hawaiian),84.60,
MIMAROPA Region,Pineapple,72.74,
MIMAROPA Region,Grapes,0.00,
MIMAROPA Region,Jackfruit,0.00,
MIMAROPA Region,Lanzones,0.00,
MIMAROPA Region,Rambutan,0.00,
MIMAROPA Region,Pomelo,0.00,
MIMAROPA Region,Orange (Dalandan),86.57,
MIMAROPA Region,Orange (Sintones),0.00,
MIMAROPA Region,Mandarin,57.52,
MIMAROPA Region,Calamansi (loose),95.63,
MIMAROPA Region,Apple (Red Delicious),0.00,
MIMAROPA Region,Cantaloupe,88.61,
MIMAROPA Region,Watermelon,60.73,
Bicol Region,Avocado,165.26,
Bicol Region,Banana (Cardava),0.00,
Bicol Region,Banana (Lakatan),113.17,
Bicol Region,Banana (Latundan),66.80,
Bicol Region,Banana (Saba),40.91,
Bicol Region,Guava,0.00,
Bicol Region,Mango (Cebu),0.00,
Bicol Region,Mango (Indian),56.88,
Bicol Region,Mango (Native),0.00,
Bicol Region,Papaya (Native),64.78,
Bicol Region,Pineapple (Formosa),53.18,
Bicol Region,Pineapple (Hawaiian),0.00,
Bicol Region,Pineapple,79.52,
Bicol Region,Grapes,0.00,
Bicol Region,Jackfruit,0.00,
Bicol Region,Lanzones,0.00,
Bicol Region,Rambutan,0.00,
Bicol Region,Pomelo,0.00,
Bicol Region,Orange (Dalandan),49.58,
Bicol Region,Orange (Sintones),0.00,
Bicol Region,Mandarin,0.00,
Bicol Region,Calamansi (loose),123.11,
Bicol Region,Apple (Red Delicious),151.01,
Bicol Region,Cantaloupe,0.00,
Bicol Region,Watermelon,51.30,
Western Visayas,Avocado,212.44,
Western Visayas,Banana (Cardava),0.00,
Western Visayas,Banana (Lakatan),104.35,
Western Visayas,Banana (Latundan),63.76,
Western Visayas,Banana (Saba),41.29,
Western Visayas,Guava,0.00,
Western Visayas,Mango (Cebu),198.75,
Western Visayas,Mango (Indian),0.00,
Western Visayas,Mango (Native),115.00,
Western Visayas,Papaya (Native),60.66,
Western Visayas,Pineapple (Formosa),0.00,
Western Visayas,Pineapple (Hawaiian),77.30,
Western Visayas,Pineapple,61.91,
Western Visayas,Grapes,325.94,
Western Visayas,Jackfruit,0.00,
Western Visayas,Lanzones,0.00,
Western Visayas,Rambutan,0.00,
Western Visayas,Pomelo,144.05,
Western Visayas,Orange (Dalandan),0.00,
Western Visayas,Orange (Sintones),0.00,
Western Visayas,Mandarin,0.00,
Western Visayas,Calamansi (loose),82.34,
Western Visayas,Apple (Red Delicious),0.00,
Western Visayas,Cantaloupe,0.00,
Western Visayas,Watermelon,53.17,
NIR,Avocado,102.92,
NIR,Banana (Cardava),0.00,
NIR,Banana (Lakatan),0.00,
NIR,Banana (Latundan),59.06,
NIR,Banana (Saba),59.69,
NIR,Guava,118.48,
NIR,Mango (Cebu),0.00,
NIR,Mango (Indian),48.37,
NIR,Mango (Native),0.00,
NIR,Papaya (Native),53.54,
NIR,Pineapple (Formosa),0.00,
NIR,Pineapple (Hawaiian),0.00,
NIR,Pineapple,61.33,
NIR,Grapes,0.00,
NIR,Jackfruit,62.08,
NIR,Lanzones,0.00,
NIR,Rambutan,0.00,
NIR,Pomelo,0.00,
NIR,Orange (Dalandan),0.00,
NIR,Orange (Sintones),0.00,
NIR,Mandarin,0.00,
NIR,Calamansi (loose),95.83,
NIR,Apple (Red Delicious),0.00,
NIR,Cantaloupe,0.00,
NIR,Watermelon,0.00,
Central Visayas,Avocado,160.73,
Central Visayas,Banana (Cardava),0.00,
Central Visayas,Banana (Lakatan),90.52,
Central Visayas,Banana (Latundan),52.72,
Central Visayas,Banana (Saba),30.03,
Central Visayas,Guava,0.00,
Central Visayas,Mango (Cebu),0.00,
Central Visayas,Mango (Indian),75.15,
Central Visayas,Mango (Native),0.00,
Central Visayas,Papaya (Native),41.75,
Central Visayas,Pineapple (Formosa),0.00,
Central Visayas,Pineapple (Hawaiian),0.00,
Central Visayas,Pineapple,63.49,
Central Visayas,Grapes,0.00,
Central Visayas,Jackfruit,0.00,
Central Visayas,Lanzones,0.00,
Central Visayas,Rambutan,0.00,
Central Visayas,Pomelo,0.00,
Central Visayas,Orange (Dalandan),0.00,
Central Visayas,Orange (Sintones),0.00,
Central Visayas,Mandarin,0.00,
Central Visayas,Calamansi (loose),89.11,
Central Visayas,Apple (Red Delicious),0.00,
Central Visayas,Cantaloupe,0.00,
Central Visayas,Watermelon,62.67,
Eastern Visayas,Avocado,157.71,
Eastern Visayas,Banana (Cardava),0.00,
Eastern Visayas,Banana (Lakatan),104.32,
Eastern Visayas,Banana (Latundan),38.92,
Eastern Visayas,Banana (Saba),0.00,
Eastern Visayas,Guava,0.00,
Eastern Visayas,Mango (Cebu),0.00,
Eastern Visayas,Mango (Indian),0.00,
Eastern Visayas,Mango (Native),0.00,
Eastern Visayas,Papaya (Native),61.43,
Eastern Visayas,Pineapple (Formosa),0.00,
Eastern Visayas,Pineapple (Hawaiian),60.00,
Eastern Visayas,Pineapple,78.83,
Eastern Visayas,Grapes,0.00,
Eastern Visayas,Jackfruit,54.38,
Eastern Visayas,Lanzones,0.00,
Eastern Visayas,Rambutan,0.00,
Eastern Visayas,Pomelo,0.00,
Eastern Visayas,Orange (Dalandan),0.00,
Eastern Visayas,Orange (Sintones),0.00,
Eastern Visayas,Mandarin,82.81,
Eastern Visayas,Calamansi (loose),103.16,
Eastern Visayas,Apple (Red Delicious),0.00,
Eastern Visayas,Cantaloupe,0.00,
Eastern Visayas,Watermelon,71.28,
Zamboanga Peninsula,Avocado,99.72,
Zamboanga Peninsula,Banana (Cardava),0.00,
Zamboanga Peninsula,Banana (Lakatan),76.82,
Zamboanga Peninsula,Banana (Latundan),48.47,
Zamboanga Peninsula,Banana (Saba),0.00,
Zamboanga Peninsula,Guava,0.00,
Zamboanga Peninsula,Mango (Cebu),0.00,
Zamboanga Peninsula,Mango (Indian),0.00,
Zamboanga Peninsula,Mango (Native),0.00,
Zamboanga Peninsula,Papaya (Native),52.10,
Zamboanga Peninsula,Pineapple (Formosa),0.00,
Zamboanga Peninsula,Pineapple (Hawaiian),60.69,
Zamboanga Peninsula,Pineapple,68.21,
Zamboanga Peninsula,Grapes,0.00,
Zamboanga Peninsula,Jackfruit,0.00,
Zamboanga Peninsula,Lanzones,0.00,
Zamboanga Peninsula,Rambutan,0.00,
Zamboanga Peninsula,Pomelo,48.44,
Zamboanga Peninsula,Orange (Dalandan),0.00,
Zamboanga Peninsula,Orange (Sintones),0.00,
Zamboanga Peninsula,Mandarin,0.00,
Zamboanga Peninsula,Calamansi (loose),58.44,
Zamboanga Peninsula,Apple (Red Delicious),0.00,
Zamboanga Peninsula,Cantaloupe,0.00,
Zamboanga Peninsula,Watermelon,44.90,
Northern Mindanao,Avocado,111.92,
Northern Mindanao,Banana (Cardava),0.00,
Northern Mindanao,Banana (Lakatan),73.57,
Northern Mindanao,Banana (Latundan),41.14,
Northern Mindanao,Banana (Saba),30.11,
Northern Mindanao,Guava,0.00,
Northern Mindanao,Mango (Cebu),133.80,
Northern Mindanao,Mango (Indian),0.00,
Northern Mindanao,Mango (Native),0.00,
Northern Mindanao,Papaya (Native),38.58,
Northern Mindanao,Pineapple (Formosa),0.00,
Northern Mindanao,Pineapple (Hawaiian),65.29,
Northern Mindanao,Pineapple,54.18,
Northern Mindanao,Grapes,0.00,
Northern Mindanao,Jackfruit,0.00,
Northern Mindanao,Lanzones,0.00,
Northern Mindanao,Rambutan,0.00,
Northern Mindanao,Pomelo,0.00,
Northern Mindanao,Orange (Dalandan),0.00,
Northern Mindanao,Orange (Sintones),0.00,
Northern Mindanao,Mandarin,0.00,
Northern Mindanao,Calamansi (loose),64.91,
Northern Mindanao,Apple (Red Delicious),106.92,
Northern Mindanao,Cantaloupe,48.63,
Northern Mindanao,Watermelon,43.35,
Davao Region,Avocado,119.65,
Davao Region,Banana (Cardava),31.31,
Davao Region,Banana (Lakatan),73.61,
Davao Region,Banana (Latundan),41.54,
Davao Region,Banana (Saba),26.90,
Davao Region,Guava,98.54,
Davao Region,Mango (Cebu),124.89,
Davao Region,Mango (Indian),0.00,
Davao Region,Mango (Native),0.00,
Davao Region,Papaya (Native),48.99,
Davao Region,Pineapple (Formosa),0.00,
Davao Region,Pineapple (Hawaiian),0.00,
Davao Region,Pineapple,60.29,
Davao Region,Grapes,0.00,
Davao Region,Jackfruit,0.00,
Davao Region,Lanzones,36.81,
Davao Region,Rambutan,0.00,
Davao Region,Pomelo,0.00,
Davao Region,Orange (Dalandan),0.00,
Davao Region,Orange (Sintones),0.00,
Davao Region,Mandarin,0.00,
Davao Region,Calamansi (loose),58.44,
Davao Region,Apple (Red Delicious),0.00,
Davao Region,Cantaloupe,0.00,
Davao Region,Watermelon,60.82,
SOCCSKSARGEN,Avocado,92.83,
SOCCSKSARGEN,Banana (Cardava),20.39,
SOCCSKSARGEN,Banana (Lakatan),57.07,
SOCCSKSARGEN,Banana (Latundan),39.02,
SOCCSKSARGEN,Banana (Saba),32.40,
SOCCSKSARGEN,Guava,70.19,
SOCCSKSARGEN,Mango (Cebu),124.74,
SOCCSKSARGEN,Mango (Indian),0.00,
SOCCSKSARGEN,Mango (Native),0.00,
SOCCSKSARGEN,Papaya (Native),23.93,
SOCCSKSARGEN,Pineapple (Formosa),0.00,
SOCCSKSARGEN,Pineapple (Hawaiian),0.00,
SOCCSKSARGEN,Pineapple,44.43,
SOCCSKSARGEN,Grapes,0.00,
SOCCSKSARGEN,Jackfruit,87.70,
SOCCSKSARGEN,Lanzones,46.42,
SOCCSKSARGEN,Rambutan,42.09,
SOCCSKSARGEN,Pomelo,0.00,
SOCCSKSARGEN,Orange (Dalandan),0.00,
SOCCSKSARGEN,Orange (Sintones),0.00,
SOCCSKSARGEN,Mandarin,0.00,
SOCCSKSARGEN,Calamansi (loose),50.02,
SOCCSKSARGEN,Apple (Red Delicious),159.85,
SOCCSKSARGEN,Cantaloupe,47.02,
SOCCSKSARGEN,Watermelon,48.86,
Caraga,Avocado,151.15,
Caraga,Banana (Cardava),33.33,
Caraga,Banana (Lakatan),75.22,
Caraga,Banana (Latundan),40.54,
Caraga,Banana (Saba),0.00,
Caraga,Guava,0.00,
Caraga,Mango (Cebu),118.65,
Caraga,Mango (Indian),0.00,
Caraga,Mango (Native),0.00,
Caraga,Papaya (Native),43.44,
Caraga,Pineapple (Formosa),0.00,
Caraga,Pineapple (Hawaiian),0.00,
Caraga,Pineapple,59.17,
Caraga,Grapes,0.00,
Caraga,Jackfruit,0.00,
Caraga,Lanzones,84.67,
Caraga,Rambutan,0.00,
Caraga,Pomelo,102.76,
Caraga,Orange (Dalandan),0.00,
Caraga,Orange (Sintones),0.00,
Caraga,Mandarin,0.00,
Caraga,Calamansi (loose),77.66,
Caraga,Apple (Red Delicious),0.00,
Caraga,Cantaloupe,0.00,
Caraga,Watermelon,37.08,
BARMM,Avocado,73.21,
BARMM,Banana (Cardava),0.00,
BARMM,Banana (Lakatan),59.11,
BARMM,Banana (Latundan),39.03,
BARMM,Banana (Saba),31.94,
BARMM,Guava,48.45,
BARMM,Mango (Cebu),136.82,
BARMM,Mango (Indian),78.57,
BARMM,Mango (Native),0.00,
BARMM,Papaya (Native),37.65,
BARMM,Pineapple (Formosa),0.00,
BARMM,Pineapple (Hawaiian),0.00,
BARMM,Pineapple,80.77,
BARMM,Grapes,350.00,
BARMM,Jackfruit,120.21,
BARMM,Lanzones,81.04,
BARMM,Rambutan,72.15,
BARMM,Pomelo,0.00,
BARMM,Orange (Dalandan),77.22,
BARMM,Orange (Sintones),0.00,
BARMM,Mandarin,0.00,
BARMM,Calamansi (loose),72.64,
BARMM,Apple (Red Delicious),0.00,
BARMM,Cantaloupe,0.00,
BARMM,Watermelon,37.02,
NCR,Coconut (matured),35.18,
NCR,Coconut (young),40.01,
CAR,Coconut (matured),39.80,
CAR,Coconut (young),48.96,
Illocos Region,Coconut (matured),42.82,
Illocos Region,Coconut (young),44.66,
Cagayan Valley,Coconut (matured),36.15,
Cagayan Valley,Coconut (young),32.52,
Central Luzon,Coconut (matured),37.36,
Central Luzon,Coconut (young),39.16,
CALABARZON,Coconut (matured),27.98,
CALABARZON,Coconut (young),29.69,
MIMAROPA Region,Coconut (matured),25.69,
MIMAROPA Region,Coconut (young),26.25,
Bicol Region,Coconut (matured),28.28,
Bicol Region,Coconut (young),27.58,
Western Visayas,Coconut (matured),24.44,
Western Visayas,Coconut (young),32.50,
NIR,Coconut (matured),26.41,
NIR,Coconut (young),31.13,
Central Visayas,Coconut (matured),32.28,
Central Visayas,Coconut (young),38.00,
Eastern Visayas,Coconut (matured),25.75,
Eastern Visayas,Coconut (young),28.01,
Zamboanga Peninsula,Coconut (matured),27.03,
Zamboanga Peninsula,Coconut (young),28.69,
Northern Mindanao,Coconut (matured),29.61,
Northern Mindanao,Coconut (young),29.61,
Davao Region,Coconut (matured),27.77,
Davao Region,Coconut (young),27.49,
SOCCSKSARGEN,Coconut (matured),24.74,
SOCCSKSARGEN,Coconut (young),23.96,
Caraga,Coconut (matured),27.63,
Caraga,Coconut (young),35.07,
BARMM,Coconut (matured),20.33,
BARMM,Coconut (young),27.60,
NCR,Beef Brisket (w/ bones),0.00,
NCR,Beef (w/ bones),416.51,
NCR,Beef,467.21,
NCR,Carabeef (w/ bones),0.00,
NCR,Carabeef,0.00,
NCR,Pork (Kasim),378.69,
NCR,Pork (Liempo),424.17,
NCR,Pork (w/ bones),348.68,
NCR,Pork (Pata),0.00,
NCR,Pork Chop,0.00,
NCR,Pork (Spare Ribs),0.00,
NCR,Pork Liver,0.00,
NCR,Pork Liver (loose),0.00,
NCR,Tuwalya (beef),0.00,
CAR,Beef Brisket (w/ bones),0.00,
CAR,Beef (w/ bones),363.98,
CAR,Beef,383.87,
CAR,Carabeef (w/ bones),0.00,
CAR,Carabeef,0.00,
CAR,Pork (Kasim),336.21,
CAR,Pork (Liempo),348.46,
CAR,Pork (w/ bones),326.79,
CAR,Pork (Pata),0.00,
CAR,Pork Chop,0.00,
CAR,Pork (Spare Ribs),0.00,
CAR,Pork Liver,265.22,
CAR,Pork Liver (loose),0.00,
CAR,Tuwalya (beef),0.00,
Illocos Region,Beef Brisket (w/ bones),0.00,
Illocos Region,Beef (w/ bones),341.91,
Illocos Region,Beef,406.82,
Illocos Region,Carabeef (w/ bones),0.00,
Illocos Region,Carabeef,376.46,
Illocos Region,Pork (Kasim),343.80,
Illocos Region,Pork (Liempo),350.27,
Illocos Region,Pork (w/ bones),311.18,
Illocos Region,Pork (Pata),0.00,
Illocos Region,Pork Chop,371.67,
Illocos Region,Pork (Spare Ribs),311.25,
Illocos Region,Pork Liver,353.95,
Illocos Region,Pork Liver (loose),0.00,
Illocos Region,Tuwalya (beef),360.63,
Cagayan Valley,Beef Brisket (w/ bones),0.00,
Cagayan Valley,Beef (w/ bones),333.46,
Cagayan Valley,Beef,382.92,
Cagayan Valley,Carabeef (w/ bones),279.06,
Cagayan Valley,Carabeef,356.67,
Cagayan Valley,Pork (Kasim),362.98,
Cagayan Valley,Pork (Liempo),365.06,
Cagayan Valley,Pork (w/ bones),348.33,
Cagayan Valley,Pork (Pata),0.00,
Cagayan Valley,Pork Chop,373.29,
Cagayan Valley,Pork (Spare Ribs),354.58,
Cagayan Valley,Pork Liver,316.79,
Cagayan Valley,Pork Liver (loose),0.00,
Cagayan Valley,Tuwalya (beef),365.42,
Central Luzon,Beef Brisket (w/ bones),316.04,
Central Luzon,Beef (w/ bones),390.09,
Central Luzon,Beef,460.97,
Central Luzon,Carabeef (w/ bones),310.83,
Central Luzon,Carabeef,402.50,
Central Luzon,Pork (Kasim),371.64,
Central Luzon,Pork (Liempo),406.97,
Central Luzon,Pork (w/ bones),338.83,
Central Luzon,Pork (Pata),331.61,
Central Luzon,Pork Chop,371.10,
Central Luzon,Pork (Spare Ribs),0.00,
Central Luzon,Pork Liver,314.78,
Central Luzon,Pork Liver (loose),0.00,
Central Luzon,Tuwalya (beef),0.00,
CALABARZON,Beef Brisket (w/ bones),0.00,
CALABARZON,Beef (w/ bones),370.87,
CALABARZON,Beef,448.61,
CALABARZON,Carabeef (w/ bones),0.00,
CALABARZON,Carabeef,0.00,
CALABARZON,Pork (Kasim),381.71,
CALABARZON,Pork (Liempo),408.88,
CALABARZON,Pork (w/ bones),359.15,
CALABARZON,Pork (Pata),0.00,
CALABARZON,Pork Chop,357.46,
CALABARZON,Pork (Spare Ribs),371.57,
CALABARZON,Pork Liver,332.40,
CALABARZON,Pork Liver (loose),0.00,
CALABARZON,Tuwalya (beef),0.00,
MIMAROPA Region,Beef Brisket (w/ bones),429.38,
MIMAROPA Region,Beef (w/ bones),367.88,
MIMAROPA Region,Beef,414.24,
MIMAROPA Region,Carabeef (w/ bones),0.00,
MIMAROPA Region,Carabeef,399.17,
MIMAROPA Region,Pork (Kasim),386.11,
MIMAROPA Region,Pork (Liempo),394.70,
MIMAROPA Region,Pork (w/ bones),347.08,
MIMAROPA Region,Pork (Pata),0.00,
MIMAROPA Region,Pork Chop,0.00,
MIMAROPA Region,Pork (Spare Ribs),0.00,
MIMAROPA Region,Pork Liver,326.83,
MIMAROPA Region,Pork Liver (loose),0.00,
MIMAROPA Region,Tuwalya (beef),238.33,
Bicol Region,Beef Brisket (w/ bones),0.00,
Bicol Region,Beef (w/ bones),359.88,
Bicol Region,Beef,449.99,
Bicol Region,Carabeef (w/ bones),315.22,
Bicol Region,Carabeef,0.00,
Bicol Region,Pork (Kasim),360.44,
Bicol Region,Pork (Liempo),374.44,
Bicol Region,Pork (w/ bones),318.32,
Bicol Region,Pork (Pata),0.00,
Bicol Region,Pork Chop,388.50,
Bicol Region,Pork (Spare Ribs),339.52,
Bicol Region,Pork Liver,289.50,
Bicol Region,Pork Liver (loose),0.00,
Bicol Region,Tuwalya (beef),0.00,
Western Visayas,Beef Brisket (w/ bones),0.00,
Western Visayas,Beef (w/ bones),389.85,
Western Visayas,Beef,418.43,
Western Visayas,Carabeef (w/ bones),345.97,
Western Visayas,Carabeef,0.00,
Western Visayas,Pork (Kasim),371.74,
Western Visayas,Pork (Liempo),396.62,
Western Visayas,Pork (w/ bones),358.01,
Western Visayas,Pork (Pata),315.78,
Western Visayas,Pork Chop,0.00,
Western Visayas,Pork (Spare Ribs),0.00,
Western Visayas,Pork Liver,297.83,
Western Visayas,Pork Liver (loose),0.00,
Western Visayas,Tuwalya (beef),0.00,
NIR,Beef Brisket (w/ bones),289.17,
NIR,Beef (w/ bones),354.97,
NIR,Beef,402.51,
NIR,Carabeef (w/ bones),0.00,
NIR,Carabeef,0.00,
NIR,Pork (Kasim),371.16,
NIR,Pork (Liempo),380.44,
NIR,Pork (w/ bones),359.15,
NIR,Pork (Pata),0.00,
NIR,Pork Chop,0.00,
NIR,Pork (Spare Ribs),0.00,
NIR,Pork Liver,221.43,
