region,product,price,
NIR,Pork Liver (loose),0.00,
NIR,Tuwalya (beef),0.00,
Central Visayas,Beef Brisket (w/ bones),346.15,
Central Visayas,Beef (w/ bones),0.00,
Central Visayas,Beef,423.03,
Central Visayas,Carabeef (w/ bones),0.00,
Central Visayas,Carabeef,0.00,
Central Visayas,Pork (Kasim),348.32,
Central Visayas,Pork (Liempo),361.95,
Central Visayas,Pork (w/ bones),279.84,
Central Visayas,Pork (Pata),0.00,
Central Visayas,Pork Chop,0.00,
Central Visayas,Pork (Spare Ribs),0.00,
Central Visayas,Pork Liver,211.58,
Central Visayas,Pork Liver (loose),0.00,
Central Visayas,Tuwalya (beef),0.00,
Eastern Visayas,Beef Brisket (w/ bones),0.00,
Eastern Visayas,Beef (w/ bones),369.99,
Eastern Visayas,Beef,435.58,
Eastern Visayas,Carabeef (w/ bones),292.30,
Eastern Visayas,Carabeef,419.87,
Eastern Visayas,Pork (Kasim),352.41,
Eastern Visayas,Pork (Liempo),356.51,
Eastern Visayas,Pork (w/ bones),295.31,
Eastern Visayas,Pork (Pata),265.42,
Eastern Visayas,Pork Chop,369.79,
Eastern Visayas,Pork (Spare Ribs),0.00,
Eastern Visayas,Pork Liver,246.02,
Eastern Visayas,Pork Liver (loose),0.00,
Eastern Visayas,Tuwalya (beef),0.00,
Zamboanga Peninsula,Beef Brisket (w/ bones),0.00,
Zamboanga Peninsula,Beef (w/ bones),318.99,
Zamboanga Peninsula,Beef,433.82,
Zamboanga Peninsula,Carabeef (w/ bones),0.00,
Zamboanga Peninsula,Carabeef,0.00,
Zamboanga Peninsula,Pork (Kasim),333.78,
Zamboanga Peninsula,Pork (Liempo),337.50,
Zamboanga Peninsula,Pork (w/ bones),295.75,
Zamboanga Peninsula,Pork (Pata),0.00,
Zamboanga Peninsula,Pork Chop,0.00,
Zamboanga Peninsula,Pork (Spare Ribs),0.00,
Zamboanga Peninsula,Pork Liver,258.69,
Zamboanga Peninsula,Pork Liver (loose),0.00,
Zamboanga Peninsula,Tuwalya (beef),0.00,
Northern Mindanao,Beef Brisket (w/ bones),0.00,
Northern Mindanao,Beef (w/ bones),321.18,
Northern Mindanao,Beef,447.50,
Northern Mindanao,Carabeef (w/ bones),0.00,
Northern Mindanao,Carabeef,0.00,
Northern Mindanao,Pork (Kasim),364.22,
Northern Mindanao,Pork (Liempo),377.26,
Northern Mindanao,Pork (w/ bones),289.76,
Northern Mindanao,Pork (Pata),287.92,
Northern Mindanao,Pork Chop,357.44,
Northern Mindanao,Pork (Spare Ribs),0.00,
Northern Mindanao,Pork Liver,223.34,
Northern Mindanao,Pork Liver (loose),0.00,
Northern Mindanao,Tuwalya (beef),0.00,
Davao Region,Beef Brisket (w/ bones),0.00,
Davao Region,Beef (w/ bones),366.52,
Davao Region,Beef,451.65,
Davao Region,Carabeef (w/ bones),0.00,
Davao Region,Carabeef,0.00,
Davao Region,Pork (Kasim),367.18,
Davao Region,Pork (Liempo),387.53,
Davao Region,Pork (w/ bones),319.15,
Davao Region,Pork (Pata),0.00,
Davao Region,Pork Chop,0.00,
Davao Region,Pork (Spare Ribs),307.92,
Davao Region,Pork Liver,234.87,
Davao Region,Pork Liver (loose),0.00,
Davao Region,Tuwalya (beef),0.00,
SOCCSKSARGEN,Beef Brisket (w/ bones),0.00,
SOCCSKSARGEN,Beef (w/ bones),319.27,
SOCCSKSARGEN,Beef,364.69,
SOCCSKSARGEN,Carabeef (w/ bones),0.00,
SOCCSKSARGEN,Carabeef,0.00,
SOCCSKSARGEN,Pork (Kasim),338.33,
SOCCSKSARGEN,Pork (Liempo),352.00,
SOCCSKSARGEN,Pork (w/ bones),312.37,
SOCCSKSARGEN,Pork (Pata),0.00,
SOCCSKSARGEN,Pork Chop,332.07,
SOCCSKSARGEN,Pork (Spare Ribs),0.00,
SOCCSKSARGEN,Pork Liver,248.38,
SOCCSKSARGEN,Pork Liver (loose),0.00,
SOCCSKSARGEN,Tuwalya (beef),0.00,
Caraga,Beef Brisket (w/ bones),0.00,
Caraga,Beef (w/ bones),380.27,
Caraga,Beef,477.32,
Caraga,Carabeef (w/ bones),330.67,
Caraga,Carabeef,416.33,
Caraga,Pork (Kasim),360.83,
Caraga,Pork (Liempo),372.94,
Caraga,Pork (w/ bones),320.89,
Caraga,Pork (Pata),0.00,
Caraga,Pork Chop,0.00,
Caraga,Pork (Spare Ribs),0.00,
Caraga,Pork Liver,284.70,
Caraga,Pork Liver (loose),0.00,
Caraga,Tuwalya (beef),0.00,
BARMM,Beef Brisket (w/ bones),0.00,
BARMM,Beef (w/ bones),312.25,
BARMM,Beef,372.54,
BARMM,Carabeef (w/ bones),0.00,
BARMM,Carabeef,446.24,
BARMM,Pork (Kasim),325.80,
BARMM,Pork (Liempo),348.50,
BARMM,Pork (w/ bones),253.98,
BARMM,Pork (Pata),0.00,
BARMM,Pork Chop,0.00,
BARMM,Pork (Spare Ribs),0.00,
BARMM,Pork Liver,269.30,
BARMM,Pork Liver (loose),0.00,
BARMM,Tuwalya (beef),0.00,
NCR,Chicken Breast,211.42,
NCR,"Chicken (Fully Dressed, Broiler)",201.95,
NCR,Chicken Legs,0.00,
NCR,Chicken (native),0.00,
NCR,"Chicken (Whole, Bounty Fresh)",0.00,
NCR,Chicken Wings,0.00,
NCR,Chicken Gizzard,186.48,
NCR,Eggs (Chicken),8.42,
NCR,Eggs (Native Chicken),0.00,
NCR,Eggs (Duck),0.00,
NCR,Eggs (Quail),0.00,
CAR,Chicken Breast,0.00,
CAR,"Chicken (Fully Dressed, Broiler)",223.21,
CAR,Chicken Legs,0.00,
CAR,Chicken (native),0.00,
CAR,"Chicken (Whole, Bounty Fresh)",0.00,
CAR,Chicken Wings,0.00,
CAR,Chicken Gizzard,219.87,
CAR,Eggs (Chicken),9.27,
CAR,Eggs (Native Chicken),12.26,
CAR,Eggs (Duck),0.00,
CAR,Eggs (Quail),0.00,
Illocos Region,Chicken Breast,204.40,
Illocos Region,"Chicken (Fully Dressed, Broiler)",224.77,
Illocos Region,Chicken Legs,0.00,
Illocos Region,Chicken (native),0.00,
Illocos Region,"Chicken (Whole, Bounty Fresh)",0.00,
Illocos Region,Chicken Wings,226.67,
Illocos Region,Chicken Gizzard,193.04,
Illocos Region,Eggs (Chicken),8.64,
Illocos Region,Eggs (Native Chicken),0.00,
Illocos Region,Eggs (Duck),0.00,
Illocos Region,Eggs (Quail),0.00,
Cagayan Valley,Chicken Breast,0.00,
Cagayan Valley,"Chicken (Fully Dressed, Broiler)",222.44,
Cagayan Valley,Chicken Legs,223.58,
Cagayan Valley,Chicken (native),0.00,
Cagayan Valley,"Chicken (Whole, Bounty Fresh)",0.00,
Cagayan Valley,Chicken Wings,228.21,
Cagayan Valley,Chicken Gizzard,0.00,
Cagayan Valley,Eggs (Chicken),9.58,
Cagayan Valley,Eggs (Native Chicken),0.00,
Cagayan Valley,Eggs (Duck),11.51,
Cagayan Valley,Eggs (Quail),2.50,
Central Luzon,Chicken Breast,223.15,
Central Luzon,"Chicken (Fully Dressed, Broiler)",201.23,
Central Luzon,Chicken Legs,212.64,
Central Luzon,Chicken (native),0.00,
Central Luzon,"Chicken (Whole, Bounty Fresh)",0.00,
Central Luzon,Chicken Wings,208.59,
Central Luzon,Chicken Gizzard,195.15,
Central Luzon,Eggs (Chicken),8.65,
Central Luzon,Eggs (Native Chicken),0.00,
Central Luzon,Eggs (Duck),10.51,
Central Luzon,Eggs (Quail),2.15,
CALABARZON,Chicken Breast,212.00,
CALABARZON,"Chicken (Fully Dressed, Broiler)",218.13,
CALABARZON,Chicken Legs,0.00,
CALABARZON,Chicken (native),0.00,
CALABARZON,"Chicken (Whole, Bounty Fresh)",0.00,
CALABARZON,Chicken Wings,0.00,
CALABARZON,Chicken Gizzard,153.28,
CALABARZON,Eggs (Chicken),8.37,
CALABARZON,Eggs (Native Chicken),11.05,
CALABARZON,Eggs (Duck),12.19,
CALABARZON,Eggs (Quail),2.04,
MIMAROPA Region,Chicken Breast,228.73,
MIMAROPA Region,"Chicken (Fully Dressed, Broiler)",229.66,
MIMAROPA Region,Chicken Legs,223.75,
MIMAROPA Region,Chicken (native),245.63,
MIMAROPA Region,"Chicken (Whole, Bounty Fresh)",0.00,
MIMAROPA Region,Chicken Wings,232.92,
MIMAROPA Region,Chicken Gizzard,0.00,
MIMAROPA Region,Eggs (Chicken),9.54,
MIMAROPA Region,Eggs (Native Chicken),9.82,
MIMAROPA Region,Eggs (Duck),10.14,
MIMAROPA Region,Eggs (Quail),2.66,
Bicol Region,Chicken Breast,235.25,
Bicol Region,"Chicken (Fully Dressed, Broiler)",220.77,
Bicol Region,Chicken Legs,0.00,
Bicol Region,Chicken (native),0.00,
Bicol Region,"Chicken (Whole, Bounty Fresh)",209.17,
Bicol Region,Chicken Wings,237.54,
Bicol Region,Chicken Gizzard,0.00,
Bicol Region,Eggs (Chicken),8.89,
Bicol Region,Eggs (Native Chicken),0.00,
Bicol Region,Eggs (Duck),0.00,
Bicol Region,Eggs (Quail),0.00,
Western Visayas,Chicken Breast,230.83,
Western Visayas,"Chicken (Fully Dressed, Broiler)",206.42,
Western Visayas,Chicken Legs,0.00,
Western Visayas,Chicken (native),340.21,
Western Visayas,"Chicken (Whole, Bounty Fresh)",0.00,
Western Visayas,Chicken Wings,0.00,
Western Visayas,Chicken Gizzard,180.21,
Western Visayas,Eggs (Chicken),9.05,
Western Visayas,Eggs (Native Chicken),11.26,
Western Visayas,Eggs (Duck),12.11,
Western Visayas,Eggs (Quail),2.98,
NIR,Chicken Breast,0.00,
NIR,"Chicken (Fully Dressed, Broiler)",212.17,
NIR,Chicken Legs,0.00,
NIR,Chicken (native),219.48,
NIR,"Chicken (Whole, Bounty Fresh)",230.00,
NIR,Chicken Wings,0.00,
NIR,Chicken Gizzard,0.00,
NIR,Eggs (Chicken),9.95,
NIR,Eggs (Native Chicken),0.00,
NIR,Eggs (Duck),11.64,
NIR,Eggs (Quail),0.00,
Central Visayas,Chicken Breast,0.00,
Central Visayas,"Chicken (Fully Dressed, Broiler)",206.15,
Central Visayas,Chicken Legs,0.00,
Central Visayas,Chicken (native),0.00,
Central Visayas,"Chicken (Whole, Bounty Fresh)",0.00,
Central Visayas,Chicken Wings,0.00,
Central Visayas,Chicken Gizzard,153.13,
Central Visayas,Eggs (Chicken),0.00,
Central Visayas,Eggs (Native Chicken),0.00,
Central Visayas,Eggs (Duck),0.00,
Central Visayas,Eggs (Quail),0.00,
Eastern Visayas,Chicken Breast,0.00,
Eastern Visayas,"Chicken (Fully Dressed, Broiler)",204.92,
Eastern Visayas,Chicken Legs,0.00,
Eastern Visayas,Chicken (native),0.00,
Eastern Visayas,"Chicken (Whole, Bounty Fresh)",0.00,
Eastern Visayas,Chicken Wings,215.21,
Eastern Visayas,Chicken Gizzard,165.11,
Eastern Visayas,Eggs (Chicken),10.15,
Eastern Visayas,Eggs (Native Chicken),0.00,
Eastern Visayas,Eggs (Duck),0.00,
Eastern Visayas,Eggs (Quail),0.00,
Zamboanga Peninsula,Chicken Breast,0.00,
Zamboanga Peninsula,"Chicken (Fully Dressed, Broiler)",212.41,
Zamboanga Peninsula,Chicken Legs,0.00,
Zamboanga Peninsula,Chicken (native),0.00,
Zamboanga Peninsula,"Chicken (Whole, Bounty Fresh)",0.00,
Zamboanga Peninsula,Chicken Wings,0.00,
Zamboanga Peninsula,Chicken Gizzard,0.00,
Zamboanga Peninsula,Eggs (Chicken),9.02,
Zamboanga Peninsula,Eggs (Native Chicken),0.00,
Zamboanga Peninsula,Eggs (Duck),0.00,
Zamboanga Peninsula,Eggs (Quail),0.00,
Northern Mindanao,Chicken Breast,0.00,
Northern Mindanao,"Chicken (Fully Dressed, Broiler)",221.45,
Northern Mindanao,Chicken Legs,0.00,
Northern Mindanao,Chicken (native),0.00,
Northern Mindanao,"Chicken (Whole, Bounty Fresh)",205.67,
Northern Mindanao,Chicken Wings,235.00,
Northern Mindanao,Chicken Gizzard,214.63,
Northern Mindanao,Eggs (Chicken),9.20,
Northern Mindanao,Eggs (Native Chicken),0.00,
Northern Mindanao,Eggs (Duck),0.00,
Northern Mindanao,Eggs (Quail),0.00,
Davao Region,Chicken Breast,235.11,
Davao Region,"Chicken (Fully Dressed, Broiler)",206.17,
Davao Region,Chicken Legs,0.00,
Davao Region,Chicken (native),301.01,
Davao Region,"Chicken (Whole, Bounty Fresh)",0.00,
Davao Region,Chicken Wings,0.00,
Davao Region,Chicken Gizzard,205.36,
Davao Region,Eggs (Chicken),9.08,
Davao Region,Eggs (Native Chicken),0.00,
Davao Region,Eggs (Duck),0.00,
Davao Region,Eggs (Quail),0.00,
SOCCSKSARGEN,Chicken Breast,0.00,
SOCCSKSARGEN,"Chicken (Fully Dressed, Broiler)",210.72,
SOCCSKSARGEN,Chicken Legs,0.00,
SOCCSKSARGEN,Chicken (native),281.95,
SOCCSKSARGEN,"Chicken (Whole, Bounty Fresh)",204.53,
SOCCSKSARGEN,Chicken Wings,0.00,
SOCCSKSARGEN,Chicken Gizzard,208.16,
SOCCSKSARGEN,Eggs (Chicken),8.82,
SOCCSKSARGEN,Eggs (Native Chicken),0.00,
SOCCSKSARGEN,Eggs (Duck),0.00,
SOCCSKSARGEN,Eggs (Quail),0.00,
Caraga,Chicken Breast,235.98,
Caraga,"Chicken (Fully Dressed, Broiler)",217.98,
Caraga,Chicken Legs,180.97,
Caraga,Chicken (native),0.00,
Caraga,"Chicken (Whole, Bounty Fresh)",0.00,
Caraga,Chicken Wings,238.86,
Caraga,Chicken Gizzard,207.20,
Caraga,Eggs (Chicken),9.49,
Caraga,Eggs (Native Chicken),0.00,
Caraga,Eggs (Duck),0.00,
Caraga,Eggs (Quail),0.00,
BARMM,Chicken Breast,0.00,
BARMM,"Chicken (Fully Dressed, Broiler)",221.99,
BARMM,Chicken Legs,0.00,
BARMM,Chicken (native),200.12,
BARMM,"Chicken (Whole, Bounty Fresh)",0.00,
BARMM,Chicken Wings,0.00,
BARMM,Chicken Gizzard,218.78,
BARMM,Eggs (Chicken),10.94,
BARMM,Eggs (Native Chicken),7.41,
BARMM,Eggs (Duck),9.21,
BARMM,Eggs (Quail),0.00,
NCR,Tilapia,153.27,
NCR,Tulingan (Frigate Tuna),279.83,
NCR,Mackerel,0.00,
NCR,Bangus,223.70,
NCR,Sardine (Tunsoy),0.00,
NCR,Sardine,0.00,
NCR,Lapu-Lapu,514.90,
NCR,Maya-Maya,487.47,
NCR,Shrimp (Pasayan),0.00,
NCR,Crab (Alimango),691.46,
NCR,Crab (Alimasag),0.00,
NCR,Clams,0.00,
NCR,Tahong,123.98,
NCR,Squid,446.60,
NCR,Seaweed (Gulaman Dagat),0.00,
NCR,Seaweed (Lato),0.00,
CAR,Tilapia,171.93,
CAR,Tulingan (Frigate Tuna),0.00,
CAR,Mackerel,0.00,
CAR,Bangus,215.02,
CAR,Sardine (Tunsoy),0.00,
CAR,Sardine,0.00,
CAR,Lapu-Lapu,0.00,
CAR,Maya-Maya,363.11,
CAR,Shrimp (Pasayan),0.00,
CAR,Crab (Alimango),486.73,
CAR,Crab (Alimasag),450.00,
CAR,Clams,0.00,
CAR,Tahong,131.57,
CAR,Squid,430.07,
CAR,Seaweed (Gulaman Dagat),0.00,
CAR,Seaweed (Lato),0.00,
Illocos Region,Tilapia,155.18,
Illocos Region,Tulingan (Frigate Tuna),0.00,
Illocos Region,Mackerel,0.00,
Illocos Region,Bangus,206.22,
Illocos Region,Sardine (Tunsoy),0.00,
Illocos Region,Sardine,0.00,
Illocos Region,Lapu-Lapu,0.00,
Illocos Region,Maya-Maya,307.08,
Illocos Region,Shrimp (Pasayan),0.00,
Illocos Region,Crab (Alimango),678.06,
Illocos Region,Crab (Alimasag),464.65,
Illocos Region,Clams,0.00,
Illocos Region,Tahong,122.19,
Illocos Region,Squid,297.40,
Illocos Region,Seaweed (Gulaman Dagat),0.00,
Illocos Region,Seaweed (Lato),0.00,
Cagayan Valley,Tilapia,168.90,
Cagayan Valley,Tulingan (Frigate Tuna),0.00,
Cagayan Valley,Mackerel,0.00,
Cagayan Valley,Bangus,230.25,
Cagayan Valley,Sardine (Tunsoy),0.00,
Cagayan Valley,Sardine,0.00,
Cagayan Valley,Lapu-Lapu,247.08,
Cagayan Valley,Maya-Maya,0.00,
Cagayan Valley,Shrimp (Pasayan),0.00,
Cagayan Valley,Crab (Alimango),622.62,
Cagayan Valley,Crab (Alimasag),444.19,
Cagayan Valley,Clams,130.85,
Cagayan Valley,Tahong,121.43,
Cagayan Valley,Squid,410.22,
Cagayan Valley,Seaweed (Gulaman Dagat),0.00,
Cagayan Valley,Seaweed (Lato),0.00,
Central Luzon,Tilapia,146.74,
Central Luzon,Tulingan (Frigate Tuna),277.01,
Central Luzon,Mackerel,345.83,
Central Luzon,Bangus,209.97,
Central Luzon,Sardine (Tunsoy),0.00,
Central Luzon,Sardine,179.58,
Central Luzon,Lapu-Lapu,528.84,
Central Luzon,Maya-Maya,0.00,
Central Luzon,Shrimp (Pasayan),0.00,
Central Luzon,Crab (Alimango),785.33,
Central Luzon,Crab (Alimasag),334.68,
Central Luzon,Clams,0.00,
Central Luzon,Tahong,128.71,
Central Luzon,Squid,349.07,
Central Luzon,Seaweed (Gulaman Dagat),0.00,
Central Luzon,Seaweed (Lato),0.00,
CALABARZON,Tilapia,150.21,
CALABARZON,Tulingan (Frigate Tuna),0.00,
CALABARZON,Mackerel,564.04,
CALABARZON,Bangus,225.40,
CALABARZON,Sardine (Tunsoy),0.00,
CALABARZON,Sardine,0.00,
CALABARZON,Lapu-Lapu,490.40,
CALABARZON,Maya-Maya,0.00,
CALABARZON,Shrimp (Pasayan),0.00,
CALABARZON,Crab (Alimango),701.25,
CALABARZON,Crab (Alimasag),453.58,
CALABARZON,Clams,0.00,
CALABARZON,Tahong,124.20,
CALABARZON,Squid,445.26,
CALABARZON,Seaweed (Gulaman Dagat),0.00,
CALABARZON,Seaweed (Lato),0.00,
MIMAROPA Region,Tilapia,171.53,
MIMAROPA Region,Tulingan (Frigate Tuna),167.78,
MIMAROPA Region,Mackerel,270.28,
MIMAROPA Region,Bangus,248.15,
MIMAROPA Region,Sardine (Tunsoy),0.00,
MIMAROPA Region,Sardine,86.39,
MIMAROPA Region,Lapu-Lapu,317.75,
MIMAROPA Region,Maya-Maya,313.75,
MIMAROPA Region,Shrimp (Pasayan),434.75,
MIMAROPA Region,Crab (Alimango),461.67,
MIMAROPA Region,Crab (Alimasag),345.09,
MIMAROPA Region,Clams,0.00,
MIMAROPA Region,Tahong,137.78,
MIMAROPA Region,Squid,260.55,
MIMAROPA Region,Seaweed (Gulaman Dagat),0.00,
MIMAROPA Region,Seaweed (Lato),184.72,
Bicol Region,Tilapia,180.44,
Bicol Region,Tulingan (Frigate Tuna),0.00,
Bicol Region,Mackerel,0.00,
Bicol Region,Bangus,225.29,
Bicol Region,Sardine (Tunsoy),0.00,
Bicol Region,Sardine,79.07,
Bicol Region,Lapu-Lapu,348.06,
Bicol Region,Maya-Maya,299.44,
Bicol Region,Shrimp (Pasayan),0.00,
Bicol Region,Crab (Alimango),521.46,
Bicol Region,Crab (Alimasag),332.53,
Bicol Region,Clams,0.00,
Bicol Region,Tahong,116.39,
Bicol Region,Squid,322.83,
Bicol Region,Seaweed (Gulaman Dagat),0.00,
Bicol Region,Seaweed (Lato),0.00,
Western Visayas,Tilapia,175.00,
Western Visayas,Tulingan (Frigate Tuna),0.00,
Western Visayas,Mackerel,383.89,
Western Visayas,Bangus,224.08,
Western Visayas,Sardine (Tunsoy),0.00,
Western Visayas,Sardine,117.11,
Western Visayas,Lapu-Lapu,393.65,
Western Visayas,Maya-Maya,0.00,
Western Visayas,Shrimp (Pasayan),0.00,
Western Visayas,Crab (Alimango),0.00,
Western Visayas,Crab (Alimasag),363.56,
Western Visayas,Clams,0.00,
Western Visayas,Tahong,96.18,
Western Visayas,Squid,364.88,
Western Visayas,Seaweed (Gulaman Dagat),0.00,
Western Visayas,Seaweed (Lato),0.00,
NIR,Tilapia,196.33,
NIR,Tulingan (Frigate Tuna),0.00,
NIR,Mackerel,399.17,
NIR,Bangus,234.72,
NIR,Sardine (Tunsoy),0.00,
NIR,Sardine,140.25,
NIR,Lapu-Lapu,0.00,
NIR,Maya-Maya,0.00,
NIR,Shrimp (Pasayan),0.00,
NIR,Crab (Alimango),396.88,
NIR,Crab (Alimasag),340.83,
NIR,Clams,0.00,
NIR,Tahong,112.08,
NIR,Squid,384.72,
NIR,Seaweed (Gulaman Dagat),99.18,
NIR,Seaweed (Lato),0.00,
Central Visayas,Tilapia,177.81,
Central Visayas,Tulingan (Frigate Tuna),0.00,
Central Visayas,Mackerel,0.00,
Central Visayas,Bangus,219.93,
Central Visayas,Sardine (Tunsoy),0.00,
Central Visayas,Sardine,0.00,
Central Visayas,Lapu-Lapu,492.31,
Central Visayas,Maya-Maya,0.00,
Central Visayas,Shrimp (Pasayan),0.00,
Central Visayas,Crab (Alimango),0.00,
Central Visayas,Crab (Alimasag),371.25,
Central Visayas,Clams,100.21,
Central Visayas,Tahong,0.00,
Central Visayas,Squid,462.65,
Central Visayas,Seaweed (Gulaman Dagat),78.13,
Central Visayas,Seaweed (Lato),0.00,
Eastern Visayas,Tilapia,203.85,
Eastern Visayas,Tulingan (Frigate Tuna),0.00,
Eastern Visayas,Mackerel,0.00,
Eastern Visayas,Bangus,238.89,
Eastern Visayas,Sardine (Tunsoy),0.00,
Eastern Visayas,Sardine,90.56,
Eastern Visayas,Lapu-Lapu,335.00,
Eastern Visayas,Maya-Maya,0.00,
Eastern Visayas,Shrimp (Pasayan),0.00,
Eastern Visayas,Crab (Alimango),481.25,
Eastern Visayas,Crab (Alimasag),338.18,
Eastern Visayas,Clams,0.00,
Eastern Visayas,Tahong,77.65,
Eastern Visayas,Squid,304.27,
Eastern Visayas,Seaweed (Gulaman Dagat),0.00,
Eastern Visayas,Seaweed (Lato),153.20,
Zamboanga Peninsula,Tilapia,155.55,
Zamboanga Peninsula,Tulingan (Frigate Tuna),0.00,
Zamboanga Peninsula,Mackerel,0.00,
Zamboanga Peninsula,Bangus,182.70,
Zamboanga Peninsula,Sardine (Tunsoy),0.00,
Zamboanga Peninsula,Sardine,87.20,
Zamboanga Peninsula,Lapu-Lapu,0.00,
Zamboanga Peninsula,Maya-Maya,0.00,
Zamboanga Peninsula,Shrimp (Pasayan),0.00,
Zamboanga Peninsula,Crab (Alimango),405.63,
Zamboanga Peninsula,Crab (Alimasag),303.11,
Zamboanga Peninsula,Clams,0.00,
Zamboanga Peninsula,Tahong,0.00,
Zamboanga Peninsula,Squid,265.35,
Zamboanga Peninsula,Seaweed (Gulaman Dagat),51.53,
Zamboanga Peninsula,Seaweed (Lato),0.00,
Northern Mindanao,Tilapia,198.89,
Northern Mindanao,Tulingan (Frigate Tuna),0.00,
Northern Mindanao,Mackerel,0.00,
Northern Mindanao,Bangus,221.98,
Northern Mindanao,Sardine (Tunsoy),0.00,
Northern Mindanao,Sardine,99.69,
Northern Mindanao,Lapu-Lapu,531.54,
Northern Mindanao,Maya-Maya,0.00,
Northern Mindanao,Shrimp (Pasayan),430.81,
Northern Mindanao,Crab (Alimango),407.65,
Northern Mindanao,Crab (Alimasag),270.93,
Northern Mindanao,Clams,100.88,
Northern Mindanao,Tahong,115.69,
Northern Mindanao,Squid,276.73,
Northern Mindanao,Seaweed (Gulaman Dagat),88.52,
Northern Mindanao,Seaweed (Lato),0.00,
Davao Region,Tilapia,202.72,
Davao Region,Tulingan (Frigate Tuna),196.88,
Davao Region,Mackerel,0.00,
Davao Region,Bangus,213.51,
Davao Region,Sardine (Tunsoy),0.00,
Davao Region,Sardine,106.53,
Davao Region,Lapu-Lapu,442.08,
Davao Region,Maya-Maya,0.00,
Davao Region,Shrimp (Pasayan),356.25,
Davao Region,Crab (Alimango),631.00,
Davao Region,Crab (Alimasag),474.45,
Davao Region,Clams,79.17,
Davao Region,Tahong,133.89,
Davao Region,Squid,178.89,
Davao Region,Seaweed (Gulaman Dagat),100.00,
Davao Region,Seaweed (Lato),0.00,
SOCCSKSARGEN,Tilapia,187.26,
SOCCSKSARGEN,Tulingan (Frigate Tuna),0.00,
SOCCSKSARGEN,Mackerel,0.00,
SOCCSKSARGEN,Bangus,218.66,
SOCCSKSARGEN,Sardine (Tunsoy),0.00,
SOCCSKSARGEN,Sardine,130.46,
SOCCSKSARGEN,Lapu-Lapu,0.00,
SOCCSKSARGEN,Maya-Maya,0.00,
SOCCSKSARGEN,Shrimp (Pasayan),0.00,
SOCCSKSARGEN,Crab (Alimango),0.00,
SOCCSKSARGEN,Crab (Alimasag),432.46,
SOCCSKSARGEN,Clams,91.33,
SOCCSKSARGEN,Tahong,160.22,
SOCCSKSARGEN,Squid,185.01,
SOCCSKSARGEN,Seaweed (Gulaman Dagat),68.23,
SOCCSKSARGEN,Seaweed (Lato),237.92,
Caraga,Tilapia,196.35,
Caraga,Tulingan (Frigate Tuna),0.00,
Caraga,Mackerel,0.00,
Caraga,Bangus,221.14,
Caraga,Sardine (Tunsoy),0.00,
Caraga,Sardine,116.09,
Caraga,Lapu-Lapu,0.00,
Caraga,Maya-Maya,0.00,
Caraga,Shrimp (Pasayan),0.00,
Caraga,Crab (Alimango),651.10,
Caraga,Crab (Alimasag),281.46,
Caraga,Clams,0.00,
Caraga,Tahong,106.03,
Caraga,Squid,385.58,
Caraga,Seaweed (Gulaman Dagat),83.75,
Caraga,Seaweed (Lato),96.67,
BARMM,Tilapia,193.33,
BARMM,Tulingan (Frigate Tuna),166.06,
BARMM,Mackerel,0.00,
BARMM,Bangus,217.20,
BARMM,Sardine (Tunsoy),0.00,
BARMM,Sardine,92.28,
BARMM,Lapu-Lapu,334.25,
BARMM,Maya-Maya,0.00,
BARMM,Shrimp (Pasayan),0.00,
BARMM,Crab (Alimango),472.19,
BARMM,Crab (Alimasag),495.00,
BARMM,Clams,77.84,
BARMM,Tahong,0.00,
BARMM,Squid,269.80,
BARMM,Seaweed (Gulaman Dagat),0.00,
BARMM,Seaweed (Lato),82.92,
